stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,20.43,12.26,40.86,4.09,0,0,0,4.09,0,81.73,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,1.07,0,0,2.14,0,0,0,0,0,3.21,0,9.63,3.21,0,1.07,0,0,0,0,21.4,26.74,1.07,0,0,11.77,0,0,0,18.19,0,1.07,0,0,0
21Day,1.34,0,0,4.02,0,9.37,0,2.68,1.34,1.34,0,1.34,4.02,8.03,0,2.68,6.69,0,4.02,0,0,0,0,6.69,4.02,4.02,0,0,1.34,0,0,0,2.68,1.34,10.71,0,0,2.68
3Month,0,0.96,0.96,87.67,0.32,0,2.24,0.32,24.96,55.67,0,10.56,79.35,1.92,7.68,8.96,3.52,4.48,6.4,1.92,0.64,35.51,2.24,4.16,0.96,18.56,0.32,0,0,1.28,0.96,46.39,3.84,0.32,0.96,1.6,63.67,22.08
22Month,0,0.55,1.09,18.59,0,0,1.09,0,16.4,103.86,1.09,34.44,33.89,1.09,2.19,0.55,0,3.83,2.19,0,0.55,9.29,0.55,2.19,0,8.2,1.64,2.73,0,0.55,0,15.31,14.76,0,1.09,0,0.55,6.56
