stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,4.09,0,0,0,0,0,0,0,0,0,4.09,0,4.09,53.12,0,0,0,4.09,412.73,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,13.91,2.14,0,3.21,1.07,4.28,0,0,0,0,0,0,1.07,0,0,10.7,1.07,17.12,0,0,2.14,466.43,60.98,2.14,0,18.19,0,0,4.28,1.07,1.07,3.21,0,0,0
21Day,24.09,0,1.34,93.7,0,6.69,0,0,0,0,0,0,2.68,2.68,0,9.37,1.34,21.42,0,0,0,248.97,6.69,1.34,1.34,5.35,12.05,4.02,1.34,1.34,9.37,1.34,0,0,4.02
3Month,0,0.64,0,50.87,0,0,0.64,1.28,1.92,0.32,7.36,5.12,0,4.8,2.24,0.96,2.24,2.24,0.96,0,0.64,407.94,0.32,0.64,0.32,0,0.96,7.04,0,0,0,0,0.32,51.51,2.56
22Month,1.09,20.77,0,94.57,0.55,0,0,9.29,14.76,13.12,72.16,11.48,2.73,11.48,2.19,6.01,27.88,26.79,0.55,5.47,5.47,663.64,0.55,10.39,0.55,1.64,1.09,21.32,4.37,4.92,0,1.09,1.09,0.55,37.72
