stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,8.17,32.69,0,0,0,0,0,61.3,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,5.35,0,16.05,1.07,0,0,1.07,0,0,0,0,0,0,4.28,0,3.21,31.02,3.21,29.95,0,0,1.07,0,56.7,13.91,0,0,52.42,0,0,3.21,1.07,0,3.21,0,0,0
21Day,9.37,6.69,0,109.76,1.34,6.69,0,5.35,0,0,2.68,0,0,0,14.72,0,8.03,38.82,14.72,77.63,0,0,6.69,0,30.79,6.69,0,0,22.76,5.35,0,2.68,2.68,4.02,1.34,0,0,9.37
3Month,0,15.36,0,92.47,0.32,0,0,0.64,0.64,7.68,7.68,0,9.28,4.48,3.52,2.88,3.2,37.43,13.76,33.91,6.08,0,5.12,19.52,0.64,0,0.96,0.96,2.56,1.28,8.64,0,0,0,0.32,47.03,4.16,16
22Month,0,50.84,0.55,68.33,0.55,0,1.09,0.55,0,2.73,15.31,40.45,20.23,1.09,3.83,0.55,1.64,24.05,10.39,55.76,2.19,1.09,5.47,1.09,1.09,0,2.19,0.55,3.28,0.55,2.19,0,1.09,0,0.55,8.2,0,6.01
