stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1352.6,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14142.64,55.63,0,129.44,23.54,196.84,0,5.35,0,4.28,2.14,3.21,0,10.7,3.21,42.79,324.15,24.61,387.26,0,9.63,11.77,5.35,1727.71,813.04,8.56,6.42,384.06,6.42,0,160.47,10.7,6.42,29.95,0,0,0
21Day,13531.23,41.49,18.74,633.13,29.45,361.4,0,34.8,4.02,26.77,0,151.25,17.4,153.93,103.07,36.14,329.28,107.08,856.66,1.34,2.68,73.62,6.69,768.32,408.25,16.06,22.76,275.74,231.57,6.69,89.68,37.48,147.24,16.06,2.68,0,95.04
3Month,100.46,2.24,0.96,0.96,0,0,0.32,0.32,0,1.28,0,2.88,1.92,0.32,0.96,0.32,0.32,1.28,2.88,0.96,0,0.96,4.8,0,0.32,0,0,0.32,0.32,11.84,0.32,0,0,0,0.32,0.64,0.32
22Month,0,2.19,0,3.28,0,0,0.55,0,0.55,1.64,0,9.29,0.55,0,2.73,0,0,1.64,2.73,0,0,0,0.55,0,0.55,0,0,0,0,55.76,0,0.55,0,0,0,0,0
