stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,0,8.56,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,3.21,0,0,0,0,55.63,12.84,0,0,0,0,0,0,2.14,11.77,1.07,0,0,0,0
21Day,12.05,0,1.34,25.43,9.37,4.02,0,0,0,0,0,0,0,0,1.34,1.34,1.34,16.06,1.34,5.35,0,0,1.34,0,30.79,1.34,1.34,0,1.34,0,0,0,1.34,33.46,13.39,0,0,0,0
3Month,0.32,4.16,3.2,92.47,0.96,0,0.64,0.32,12.48,2.24,0,0,5.12,6.08,0.32,52.47,2.24,19.52,2.24,4.48,0.32,0,4.16,0.32,5.76,0.32,3.2,0.64,0,0.32,0.32,10.24,2.88,0.64,0,0,0.64,9.92,1.92
22Month,0,12.03,12.57,33.89,1.09,0,1.09,0,10.39,8.2,1.09,0,30.07,1.64,0,100.58,0.55,9.29,4.92,3.83,0,2.19,7.11,0,8.75,0,4.92,0.55,1.09,0,0,3.28,14.76,18.59,0,0.55,0,0.55,1.09
