stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,179.8,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,0,50.28,0,5.35,0,17.12,0,0,0,0,0,0,2.14,44.93,0,0,0,0,0,2.14,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,5.35,140.55,0,42.83,4.02,49.53,0,0,8.03,8.03,1.34,0,1.34,50.86,2.68,0,0,13.39,0,5.35,1.34,1.34,1.34,0,2.68,2.68,0,0,0,0,0,0,21.42
3Month,0.32,1.6,0.64,15.04,0,3.84,2.88,25.28,298.83,0,10.88,286.03,1.92,5.76,0.96,2.88,36.47,4.16,1.28,0,32.63,0.96,0.32,0,3.2,0.96,0,0.32,1.6,0.96,3.2,0.32,0,2.24,4.48,48.31
22Month,0.55,2.73,0.55,7.65,0,7.11,2.73,13.67,828.18,0.55,32.8,115.34,4.92,6.56,0.55,2.19,75.98,3.28,0,1.64,33.35,0,0,1.64,3.28,2.73,1.64,0,0.55,0,2.73,0.55,1.64,0.55,0,37.72
