stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,20.43,24.52,0,28.6,0,0,8.17,0,49.04,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,9.63,1.07,0,0,0,0,0,0,0,0,2.14,0,6.42,38.51,0,0,0,0,0,13.91,5.35,0,0,0,1.07,0,12.84,0,6.42,3.21,0,0,0
21Day,0,0,0,12.05,0,4.02,0,0,0,0,0,0,0,1.34,0,0,9.37,0,0,0,0,0,4.02,1.34,0,0,0,0,0,18.74,0,0,0,0,0,0
3Month,0,0.64,0.64,20.16,0.32,0,0.96,0,1.6,2.24,0.32,10.56,5.76,0.32,5.44,1.92,22.4,2.88,3.84,0.32,0.96,2.56,1.28,0.64,0.32,0.64,0,0.32,2.56,401.86,0.96,0,0,2.88,12.16,1.6
22Month,0,0,0.55,6.56,0,0,0,0.55,0.55,3.28,0.55,13.12,0.55,0,4.92,0,1.09,1.09,2.19,0.55,0.55,0.55,0,0.55,0,0,74.35,0,1.64,279.89,1.09,0,0,0,0,0
