stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,2.14,1.07,4.28,5.35,0,0,0,0,0,0,0,2.14,5.35,1.07,12.84,0,0,0,1.07,38.51,29.95,0,1.07,0,9.63,0,1.07,10.7,0,1.07,0,0,0
21Day,44.17,0,4.02,26.77,0,9.37,0,0,0,0,64.25,1.34,1.34,1.34,0,1.34,1.34,24.09,0,0,1.34,0,34.8,8.03,1.34,0,0,78.97,0,0,4.02,1.34,0,0,0,1.34
3Month,0,0.32,0.32,1.6,0,0,0,0.32,0,0.32,6.72,0.64,0.32,1.28,0.32,0.64,0.96,0,0.32,0,0,1.6,0,0,1.6,0.32,0,5.44,1.28,60.79,0,0,0.32,0.32,48.95,0.32
22Month,0,0,0,1.64,0,0,0,0,1.64,0,10.93,0,0,1.09,0,0,2.19,2.19,0,1.09,0,0,0,0,0,0,0.55,0,0,32.25,0.55,0,0,0,0.55,0
