stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,24.52,8.17,57.21,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,36.78,122.59,4.09,0,0,24.52,1626.39,24.52,0,0,0,0,0,0,0,0
72hpf,13.91,7.49,12.84,5.35,34.23,0,2.14,0,0,0,0,0,5.35,0,9.63,14.98,3.21,93.07,4.28,2.14,0,47.07,223.59,73.82,1.07,0,55.63,1.07,0,5.35,0,0
21Day,32.12,1.34,36.14,8.03,135.19,0,13.39,0,0,0,2.68,1.34,56.22,0,4.02,10.71,21.42,145.9,0,14.72,0,21.42,95.04,68.27,16.06,1.34,32.12,1.34,2.68,0,0,10.71
3Month,0,0,2.24,0.32,0,0.32,0,0,1.28,0,7.04,0.96,0,0.64,0,0.64,0.96,0.64,0,0,0.32,0,0,0,0,1.28,0,0,0,0,0.32,0.64
22Month,0,0.55,3.28,0.55,0,0,0,0.55,1.09,0.55,18.04,2.19,1.09,0,0,0.55,3.83,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0.55
