stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,1.07,0,0,0,0,0,67.4,0,0,0,0,0,0,0,0,2.14,3.21,0,0,2.14,0,0,0,1.07,0,0,0,0
21Day,5.35,0,0,12.05,1.34,4.02,0,5.35,0,0,0,1.34,2.68,236.92,0,0,4.02,4.02,17.4,0,1.34,0,17.4,5.35,0,1.34,4.02,10.71,0,0,2.68,17.4,0,0,212.83
3Month,0.96,0.96,0.32,16.64,0.32,0,2.88,0.32,2.24,7.04,0.32,8.96,10.56,49.27,3.84,1.28,5.76,25.6,10.24,2.88,4.48,0.64,1.6,0,13.76,0.96,0.64,6.08,7.36,0,0,0,2.24,3.52,479.92
22Month,0,2.73,0.55,6.01,0,0,1.64,0.55,2.73,11.48,0.55,16.4,3.28,61.23,2.19,0.55,1.09,37.17,5.47,0.55,1.64,0,0,0,7.65,0.55,0.55,2.19,4.92,0.55,2.73,0,0,0,176.57
