stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,16.35,0,0,0
72hpf,3.21,0,0,5.35,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,0,26.74,0,0,1.07,0,35.3,1.07,0,0,35.3,0,0,5.35,44.93,2.14,67.4,0,0,0
21Day,0,4.02,0,5.35,2.68,5.35,0,0,0,0,0,1.34,0,1.34,1.34,2.68,1.34,1.34,52.2,0,0,30.79,0,22.76,2.68,2.68,0,4.02,5.35,0,0,62.91,9.37,16.06,0,0,1.34
3Month,0.32,9.6,0.64,4.48,0.32,0,0.32,0.32,2.24,0.32,0,5.44,1.28,0.32,2.24,0.32,2.88,1.6,19.2,36.47,0,10.88,0.32,0.64,0,0.64,0.32,0,0.32,13.12,0.32,0.32,0,3.2,0,170.53,1.92
22Month,1.09,21.32,0.55,8.75,0,0,0.55,1.09,1.64,1.09,0,14.21,1.09,0.55,1.64,0.55,1.09,1.09,27.88,2.73,1.09,8.2,0.55,0.55,0,0.55,0,0,0,6.01,0.55,80.36,0,0.55,0.55,1.09,0.55
