stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,2.14,1.07,0,1.07,0,1.07,0,0,0,1.07,0,0,2.14,0,7.49,0,1.07,0,36.37,1.07,0,0,8.56,1.07,0,0,3.21,0,0,0,1.07
21Day,0,0,0,0,1.34,1.34,0,0,1.34,0,0,0,0,0,0,0,0,17.4,0,1.34,0,38.82,1.34,1.34,0,4.02,0,0,1.34,0,1.34,0,0,1.34
3Month,0,1.28,0.32,7.04,0,0,0,1.28,5.76,0,10.56,3.2,0.32,2.24,0.32,1.28,1.92,7.04,0.96,0.64,0.32,0.32,0,0.64,0.32,0,0.64,1.6,0,0,0,0.32,16.32,3.52
22Month,0,3.28,1.64,8.2,0,0,0,0,8.2,1.09,42.09,2.19,1.09,4.37,0,0.55,7.65,7.11,0,1.09,0,0,0,1.09,1.64,0.55,0,0.55,1.09,0,0,0.55,1.09,2.73
