stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,102.16,20.43,0,40.86,0,0,0,12.26,0,0,208.41,0,8.17,0,0,8.17,4.09,16.35,12.26,21988.94,61.3,0,24.52,0,0,28.6,412.73,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,5.35,1.07,4.28,0,0,0,0,385.12,0,0,0,0,0,0,1.07,36.37,2182.37,9.63,0,0,1.07,0,38.51,18.19,0,0,9.63,1.07,0,4.28,0,1.07,0,0,0
21Day,5.35,0,0,0,0,4.02,0,1.34,0,0,124.48,0,0,0,0,9.37,0,0,1.34,187.39,1.34,0,0,0,0,4.02,1.34,0,0,2.68,1.34,1.34,0,0,0,0,0,1.34
3Month,0.32,5.12,2.24,16.96,0.64,0,3.84,0.32,0.32,3.84,817.15,0,0,28.48,42.23,1.6,8.32,0.96,6.72,639.9,8,1.6,0,3.52,2.88,1.92,0,1.28,1.92,0,7.68,8.64,0,0,0.32,2.56,3.52,28.48
22Month,0,2.73,0.55,8.2,0,0,3.28,0.55,0,6.56,674.57,1.09,0,33.89,6.56,1.09,4.92,0,0.55,1772.25,11.48,0,0.55,0.55,0,1.09,0,1.64,5.47,0,2.19,3.28,1.09,1.09,0,1.09,0,7.11
