stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,36.78,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,8.17,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,12.84,1.07,0,0,0,0,0,0,0,1.07,0,0,27.81,0,1.07,0,0,0,1.07,10.7,1.07,0,0,1.07,0,1.07,0,0,2.14,0,0,0,0
21Day,1.34,1.34,2.68,16.06,0,0,0,0,0,0,2.68,0,0,0,6.69,14.72,1.34,5.35,0,0,1.34,0,1.34,1.34,0,0,4.02,0,0,0,1.34,4.02,1.34,0,0,1.34
3Month,0,6.72,0.32,15.04,0,0,0,0.64,2.88,0.64,45.11,2.24,0.64,5.44,0.64,8,3.84,5.76,1.28,0,0.32,1.28,0.32,0,0.64,0.32,0.32,1.6,6.08,0.32,0,0,0.64,1.92,3.84,1.6
22Month,0,20.23,1.64,5.47,0,1.09,1.09,1.09,6.01,0,110.42,2.73,1.64,11.48,0.55,2.19,3.28,4.37,0,3.83,1.09,0,0,0,0.55,0.55,1.09,0,3.28,0,0.55,0,0,0,0,0.55
