stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,49.04,0,0,0,4.09,0,0,0,0,4.09,0,0,0,0,4.09,16.35,8.17,93.99,0,0,0,0,8.17,510.8,0,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,17.12,7.49,0,38.51,7.49,50.28,0,0,0,0,0,1.07,0,0,0,4.28,0,17.12,25.67,1.07,118.75,0,3.21,6.42,2.14,85.58,235.35,4.28,1.07,0,147.63,1.07,0,77.02,0,2.14,0,0,0
21Day,14.72,8.03,2.68,97.71,9.37,116.45,0,28.11,0,1.34,6.69,1.34,0,10.71,0,30.79,8.03,9.37,42.83,2.68,159.29,0,0,25.43,0,36.14,95.04,9.37,5.35,0,74.96,20.08,2.68,13.39,1.34,6.69,0,0,16.06
3Month,3.52,37.43,5.76,348.1,4.16,0,14.72,9.92,1.6,66.87,54.39,1.28,0,888.82,17.92,23.36,59.19,53.75,137.9,31.99,235.16,62.07,2.24,57.91,31.04,6.72,9.6,29.76,36.15,0,23.04,22.72,70.39,9.28,0,5.12,64.95,16,95.34
22Month,2.73,62.32,11.48,195.7,1.64,0,10.93,5.47,0.55,26.24,75.98,119.17,0,1882.13,8.75,47.56,102.22,14.21,33.35,27.88,221.4,4.92,46.47,42.64,3.83,8.75,6.56,33.35,59.04,5.47,13.67,4.92,30.07,47.01,4.92,2.19,15.85,0,51.39
