stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,36.78,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,1.07,0,0,0,0,0,0,0,0,1.07,9.63,7.49,9.63,0,0,0,0,9.63,8.56,0,0,0,6.42,0,0,1.07,0,0,0,0
21Day,1.34,0,0,1.34,2.68,0,0,0,0,0,0,1.34,0,0,1.34,2.68,4.02,0,0,0,0,2.68,1.34,0,0,0,1.34,0,0,0,0,0,0,0
3Month,0,0.96,0.64,24.32,0,0.32,0.32,6.08,0,45.43,1.6,0.64,8,1.92,4.48,9.28,6.72,0.96,0,0,2.56,0.64,0,0.96,0.32,0,0.32,0.32,5.12,0.32,0,0.64,0.64,4.48
22Month,0,1.09,0,9.29,0,0,1.09,18.04,4.92,113.7,0.55,0,10.39,0.55,2.73,14.21,4.92,1.09,7.11,0.55,0,0.55,0,4.92,0,0.55,0,0.55,2.73,0.55,0.55,0.55,0,3.83
