stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,183.89,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,2.14,2.14,3.21,0,1.07,0,1.07,4.28,10.7,0,0,0,2.14,0,0,0,0,1.07,0,0,0
21Day,6.69,1.34,0,16.06,4.02,4.02,6.69,0,0,0,12.05,1.34,4.02,1.34,0,2.68,1.34,16.06,0,0,0,0,5.35,8.03,0,0,0,8.03,2.68,0,2.68,1.34,2.68,0,0,5.35
3Month,0,0.96,0.64,13.44,0.32,0,0,3.2,2.88,0,119.02,1.6,0.32,16.64,1.28,4.48,2.56,9.6,1.92,0,1.6,7.68,0.96,0.64,0,0,0,0.96,2.24,3.84,0,0,0,0.96,1.6,0.32
22Month,0,1.09,1.64,5.47,0,0,0,0.55,1.64,6.01,173.29,1.64,1.64,19.13,0,1.64,4.92,8.2,0,1.09,1.09,0,1.09,0,1.09,0.55,1.09,0,0,1.64,1.09,0,0,0.55,0,0.55
