stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,12.26,0,16.35,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,40.86,0,0,0,28.6,126.68,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,19.26,4.28,0,8.56,8.56,0,0,0,0,0,0,0,0,0,4.28,16.05,0,41.72,0,0,0,28.88,62.05,0,2.14,0,59.91,0,0,20.33,0,0,8.56,0,0,0
21Day,45.51,2.68,1.34,13.39,4.02,1.34,0,0,0,0,0,0,0,1.34,1.34,5.35,0,66.93,0,8.03,1.34,16.06,24.09,0,6.69,0,30.79,4.02,0,8.03,0,1.34,1.34,0,0,1.34
3Month,1.28,8,0,28.8,0.64,0,0.96,1.92,2.24,0,7.36,4.48,0.32,2.56,1.6,7.68,1.28,22.72,11.84,3.84,1.6,0.96,1.6,1.6,2.88,0,4.16,0.96,5.12,0.64,0,0,0.32,12.16,0.64,0.64
22Month,1.09,13.12,0,15.85,0,0,0.55,2.73,3.83,20.77,20.23,1.09,0.55,1.64,0,3.83,1.64,7.65,0,1.09,0,0,0.55,0,0.55,0.55,4.92,0,4.37,15.85,0.55,0,0.55,1.64,0,0.55
