stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,8.17,81.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,1.07,4.28,0,1.07,0,0,0,0,0,0,0,2.14,5.35,1.07,7.49,0,1.07,1.07,0,86.65,38.51,0,0,0,3.21,0,0,5.35,1.07,1.07,0,0,0
21Day,1.34,0,1.34,18.74,0,6.69,0,8.03,0,0,0,0,0,4.02,0,0,2.68,4.02,20.08,0,0,1.34,0,13.39,14.72,1.34,0,0,4.02,5.35,0,4.02,0,1.34,0,0,2.68
3Month,0.32,1.92,0.64,29.76,0.32,0,1.28,0,2.56,9.6,0.32,43.51,4.16,2.24,13.44,0.96,7.68,10.56,8.32,0.96,0.32,0.96,2.24,2.24,0,0.96,0.96,0,0.32,0.96,14.08,0.32,0,0.32,3.84,4.8,11.52
22Month,0.55,1.64,1.64,11.48,0,0,0,2.19,1.64,13.67,4.92,152.52,6.56,2.19,14.76,0.55,1.09,9.29,12.57,0.55,2.73,2.19,0,2.19,0.55,1.64,0,1.09,1.09,1.09,2.19,1.09,1.09,0,0.55,0,3.28
