stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0
21Day,2.68,0,0,663.91,33.46,0,2.68,0,0,0,0,1.34,14.72,0,10.71,120.47,36.14,18.74,0,0,4.02,0,29.45,6.69,1.34,5.35,12.05,0,5.35,16.06,50.86,0,0,0,2.68
3Month,0,0.96,1.6,164.45,0,0.32,0.64,1.28,4.8,0,22.08,3.52,0.64,7.68,2.88,4.48,5.44,3.2,2.24,0.32,0.32,1.6,0.64,0,0.32,0,1.92,1.28,0,0,0,0.32,0.96,1.28,3.84
22Month,0,1.09,1.09,94.02,0,0.55,1.09,0.55,5.47,2.73,120.26,4.92,1.64,7.65,0.55,4.37,8.2,5.47,0,2.73,1.09,0,0.55,0,0.55,0,0.55,0.55,0,0,0,0,0.55,0,1.64
