stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,16.35,16.35,0,0,0,0,8.17,612.96,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,2.14,1.07,0,0,0,0,0,0,0,0,0,9.63,0,1.07,0,0,0,0,36.37,16.05,5.35,0,0,0,0,5.35,0,0,0,0,0
21Day,2.68,0,0,41.49,6.69,4.02,0,0,0,0,0,0,0,0,2.68,18.74,0,6.69,0,0,1.34,0,37.48,17.4,1.34,0,4.02,1.34,0,5.35,1.34,12.05,0,0,0
3Month,0,0.32,0.96,56.63,1.92,0,0,26.56,0.64,0,6.08,0.96,0.32,4.8,1.28,5.44,1.6,1.6,0.32,0,4.48,1.28,14.08,0,17.92,0.32,0,1.28,4.8,0,0,5.12,0,4.16,0.96
22Month,0,1.09,0.55,33.89,0,0,2.19,8.75,15.31,0.55,44.83,1.09,1.09,4.37,1.64,1.09,9.29,4.92,1.09,1.64,4.92,0.55,12.57,0.55,19.13,0.55,0,0.55,1.64,0.55,0,0,1.09,0,0.55
