stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,7.49,0,1.07,1.07,0,0,0,0,0,0,0,0,6.42,2.14,0,5.35,0,1.07,0,1.07,2.14,3.21,0,0,0,2.14,0,0,0,0,0,2.14,0,0,0
21Day,0,1.34,2.68,4.02,0,0,0,0,0,0,0,0,4.02,1.34,2.68,1.34,1.34,0,0,0,0,0,4.02,1.34,2.68,0,0,2.68,0,0,0,1.34,0,0,0,0
3Month,0,5.12,2.56,14.08,0,0.64,10.56,0,0.32,20.8,2.24,0.32,45.75,4.48,3.52,1.6,2.24,0.64,0,14.08,3.52,0.32,0,1.6,2.24,0,0,0.64,0.32,0,0,0,0.64,8.32,2.24,0.64
22Month,0.55,10.39,2.73,25.69,1.09,1.09,11.48,1.09,20.77,208.82,3.83,0,38.27,0.55,1.09,0.55,0.55,0,0,6.56,0,0,0,0,1.09,0.55,0,0,0,1.64,1.09,0,0,4.37,0,0.55
