stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,49.04,0,4.09,0,0,24.52,371.86,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,10.7,6.42,0,22.47,6.42,0,0,0,0,0,0,0,0,0,0,0,3.21,27.81,0,44.93,0,0,3.21,1.07,50.28,102.7,0,2.14,0,48.14,0,0,0,28.88,2.14,0,0,0
21Day,10.71,1.34,0,28.11,0,5.35,0,0,0,0,2.68,0,2.68,0,6.69,0,0,4.02,0,57.56,0,0,4.02,0,17.4,16.06,0,1.34,0,22.76,1.34,0,0,5.35,1.34,0,0,2.68
3Month,1.6,16.96,1.28,35.83,0.64,0,0.96,0.64,0.32,6.08,7.68,0.64,39.67,25.28,4.8,13.12,2.24,20.48,10.56,68.79,15.04,0,7.04,1.92,1.92,1.6,3.52,3.84,0,2.88,2.88,0.32,19.84,1.28,1.6,4.16,4.48,8.32
22Month,1.09,20.77,0.55,25.69,0.55,0,0.55,1.64,0,4.37,25.15,16.95,149.78,6.56,8.75,15.31,0.55,10.93,15.31,54.67,0.55,3.28,2.73,0,1.64,1.64,4.37,4.92,0.55,1.64,1.64,0,10.39,9.84,0,1.09,0,1.64
