stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,40.86,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,98.07,0,0,0,0,4.09,719.21,0,0,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,67.4,11.77,0,204.33,71.68,34.23,0,2.14,0,0,0,0,0,1.07,0,7.49,77.02,5.35,1458.13,0,0,68.47,0,240.7,474.99,0,1.07,1286.96,2.14,0,0,103.77,1.07,1.07,5.35,0,0,0
21Day,84.33,12.05,4.02,87,8.03,25.43,0,2.68,0,1.34,0,1.34,0,5.35,0,13.39,29.45,5.35,771,0,0,182.04,0,70.94,73.62,2.68,12.05,117.79,29.45,0,2.68,29.45,1.34,9.37,4.02,2.68,1.34,2.68
3Month,0.32,16.96,0,13.76,0.64,0,1.28,0.32,0.64,3.2,0.32,8.96,10.56,0,2.88,11.84,9.6,2.24,87.67,8.96,0,5.44,0.64,4.16,0.32,1.28,0.64,2.56,1.6,0.32,10.24,0.64,0,0,0.64,2.56,178.85,1.6
22Month,0,35.53,0.55,6.01,0.55,0,0.55,0,0,0.55,1.64,33.35,2.19,0.55,2.19,7.11,2.19,1.64,49.75,2.19,0.55,0.55,0,1.09,0,0,1.64,0.55,0,0,8.2,0,0,0,0.55,0,0.55,1.09
