stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,8.56,3.21,0,0,2.14,0,0,1.07,0,0,0,0
21Day,2.68,0,0,12.05,1.34,2.68,0,0,0,0,1.34,0,0,0,25.43,0,0,8.03,1.34,8.03,0,0,1.34,0,2.68,1.34,0,0,0,1.34,1.34,1.34,1.34,0,0,2.68
3Month,0.96,6.08,1.28,20.48,0.32,0,1.28,0,0.96,2.88,18.88,0.32,24.96,21.76,0.32,10.24,3.2,11.84,7.04,18.88,2.24,0.32,2.56,1.28,2.24,0,1.28,0.64,0,2.88,38.39,2.56,0,4.8,92.15,7.68
22Month,0.55,27.88,1.64,14.76,0,0,1.64,0.55,0,0.55,49.75,3.28,54.12,8.2,1.09,22.41,1.09,3.83,4.92,46.47,2.19,4.92,7.11,0,1.09,0,2.73,0.55,0.55,0,13.67,30.07,1.64,0,0.55,4.37
