stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,32.69,0,0,0,0,12.26,224.75,0,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,2.14,4.28,0,5.35,1.07,4.28,0,0,0,0,0,0,0,0,0,0,4.28,12.84,2.14,7.49,0,0,0,0,16.05,11.77,0,1.07,9.63,0,0,2.14,0,1.07,0,0,0
21Day,1.34,1.34,0,29.45,0,2.68,0,1.34,0,0,1.34,0,1.34,1.34,4.02,2.68,2.68,17.4,4.02,20.08,0,0,2.68,0,13.39,4.02,0,0,5.35,0,0,0,2.68,0,0,0,2.68
3Month,0.64,7.36,1.28,61.11,0,0,0.64,0.96,0.32,14.72,32.63,0,120.62,13.76,1.28,27.84,4.8,37.43,19.52,12.8,1.28,0,6.4,7.04,0.96,0.64,3.2,0.32,0.96,1.6,20.8,0,0,0.32,6.72,3.52,12.16
22Month,0.55,4.92,0.55,15.31,0.55,0,2.19,0,0,6.01,45.92,2.73,94.57,7.11,2.19,16.95,0.55,4.92,23.51,7.11,0,2.19,1.09,0,1.64,0,2.73,0,0,0.55,3.28,1.09,0,0,0.55,0.55,3.83
