stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,24.52,0,0,0,0,8.17,8.17,0,28.6,0,0,0,0,4.09,143.02,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,22.47,1.07,0,0,0,0,0,0,0,0,0,0,0,14.98,14.98,0,7.49,0,0,0,0,13.91,7.49,0,0,3.21,0,0,7.49,0,0,0,0,0
21Day,5.35,1.34,6.69,388.17,2.68,4.02,0,1.34,2.68,0,0,0,0,0,16.06,6.69,9.37,239.6,6.69,36.14,0,1.34,6.69,0,5.35,10.71,1.34,1.34,9.37,9.37,0,18.74,1.34,4.02,0,0,5.35
3Month,0,3.52,1.92,101.74,0,0,0.32,0.96,17.6,2.88,0,0,4.8,3.2,1.28,13.44,2.24,12.48,4.48,6.72,0.96,0.32,1.6,1.28,0.64,0.32,3.2,0.32,0,0.64,1.6,0.32,0,0,0,4.16,5.12
22Month,0,7.11,8.75,99.49,0,0,0,1.09,20.23,10.93,11.48,0,53.57,3.28,8.2,74.89,4.92,24.05,9.84,30.07,1.09,1.64,3.28,0.55,2.19,0,2.19,0,0,0,2.19,2.19,0,0,0.55,1.09,6.01
