stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,4.09,0,0,0,0,4.09,0,0,0,0,0,16.35,8.17,40.86,0,0,0,12.26,187.97,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,3.21,0,8.56,0,1.07,0,0,0,0,0,0,0,0,0,4.28,19.26,2.14,10.7,0,0,1.07,110.19,28.88,0,1.07,8.56,0,0,8.56,3.21,2.14,1.07,0,0,0
21Day,13.39,1.34,1.34,48.19,1.34,2.68,1.34,0,1.34,0,0,2.68,0,0,4.02,4.02,29.45,10.71,46.85,0,1.34,0,88.34,34.8,4.02,6.69,10.71,4.02,0,5.35,8.03,6.69,2.68,0,0,0
3Month,0,1.6,0.32,21.12,0,0,0.32,0.96,0.64,0,0,12.48,1.92,0.32,5.76,1.28,4.48,4.48,3.52,0.32,1.28,0,1.28,0,0.96,2.56,0.32,0.96,5.44,0.64,0.32,0,0,2.24,2.24,0
22Month,0,1.09,0,6.01,0,0,0,0,0.55,4.92,0,39.91,1.09,0,7.65,0,1.64,4.92,5.47,1.09,1.64,0,0.55,0.55,0,2.19,0,0,2.19,1.09,1.64,0,0,1.09,0,1.64
