stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,70.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,3.21,0,0,0,0,1.07,1.07,0,0,2.14,0,0,0,0,0,0,0
21Day,68.27,0,0,0,0,1.34,0,0,0,1.34,0,0,0,0,0,0,2.68,0,2.68,0,0,0,0,1.34,0,0,0,1.34,2.68,0,0,2.68,0,0,0
3Month,3.2,0.32,0,11.2,0,0,0.32,0.32,0,1.6,0,9.6,1.6,0,3.52,0.32,6.4,1.28,3.84,0.96,0,0,0.64,0,0,0.96,0,0,0.64,8,0,0,0.96,3.2,1.28
22Month,1.09,1.64,0.55,6.01,0.55,0,0,0.55,0.55,7.11,3.83,111.52,2.19,2.73,8.75,0,2.73,4.92,9.84,0.55,2.73,0.55,0,1.09,0,0.55,0.55,0.55,0,20.77,0.55,0,0,0,1.64
