stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,20.43,0,0,0,0,57.21,77.64,0,0,0,0,0,0,0,0,0,0,0
72hpf,47.07,2.14,0,20.33,96.28,53.49,0,1.07,0,1.07,0,0,1.07,0,6.42,100.56,11.77,41.72,0,1.07,1.07,1.07,4752.01,657.92,1.07,5.35,53.49,1.07,0,20.33,3.21,1.07,3.21,0,0
21Day,17.4,4.02,0,40.16,37.48,24.09,0,1.34,0,1.34,0,0,10.71,5.35,5.35,28.11,9.37,34.8,0,0,1.34,0,1493.8,202.12,2.68,0,5.35,28.11,2.68,2.68,1.34,5.35,0,0,2.68
3Month,0,0,0,8,1.28,0,0.32,0,0,0.32,5.12,0.32,0,0.32,0.32,0.96,0,0.64,0,0,0,0,1.28,0.64,1.28,0,0,0.32,2.88,0,0,0,0,0.32,0.32
22Month,0,0,1.09,2.19,2.19,0,0,0,0.55,0.55,10.39,0,0.55,1.09,0,1.09,1.09,0,1.09,0,0,0,0.55,0,2.73,0.55,0,0,22.41,0,0,0,0,0,1.09
