stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,232.93,12.26,0,0,0,0,0,16.35,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,2.14,0,2.14,0,0,0,0,0,1.07,0,1.07,8.56,24.61,1.07,0,1.07,0,0,2.14,2.14,0,0,0,1.07,0,1.07,0,0,0,0,0,0
21Day,4.02,0,37.48,18.74,0,5.35,0,1.34,0,1.34,0,4.02,1.34,6.69,182.04,0,5.35,49.53,13.39,1.34,1.34,4.02,1.34,28.11,10.71,0,0,0,12.05,10.71,10.71,1.34,4.02,1.34,0,0,2.68
3Month,1.6,7.36,145.26,67.19,0.32,0,3.52,0.96,57.91,34.87,0.32,138.22,30.4,6.4,3898.26,8.96,15.36,220.13,32.63,7.68,0,6.08,6.08,2.88,0.32,8.32,2.88,0,1.6,34.55,278.68,1.6,0.32,0,6.08,271.96,17.92
22Month,0.55,6.01,34.99,13.67,0,0,1.64,0.55,19.68,12.03,29.52,74.89,6.01,5.47,1170.93,0,0,137.21,12.03,0,4.92,0.55,0,1.09,0,1.09,2.19,0.55,1.09,1.09,92.38,1.09,0,0,0,1.64,0.55
