stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,143.02,0,0,0,0,0,0,24.52,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,1.07,0,0,0,0,0,0,4.28,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,4.02,0,1.34,4.02,0,18.74,0,5.35,0,0,0,0,0,52.2,1.34,1.34,6.69,2.68,6.69,0,0,0,0,12.05,6.69,0,2.68,0,6.69,6.69,1.34,0,1.34,4.02,0,0,0,372.11
3Month,0.96,2.56,0.32,31.67,0.32,0,10.56,0.32,0.32,5.12,15.04,27.84,19.52,3.84,13.76,2.56,17.28,17.6,19.84,0.96,0,3.2,4.48,2.24,0.96,1.92,3.52,0,0.64,10.24,18.88,0.96,2.88,0,0.64,4.8,18.56,1704.05
22Month,0.55,4.92,1.09,10.93,0,0,6.01,0,0,1.64,8.75,36.63,3.83,2.73,2.73,1.09,1.09,10.93,7.65,0,1.64,1.09,1.09,0,0,1.09,2.73,1.64,0,4.92,65.6,0,0,0,0,0.55,0,589.84
