stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,343.26,69.47,0,437.25,53.12,8.17,0,0,0,0,4.09,4.09,0,0,0,0,0,73.56,44.95,919.44,0,0,0,4.09,151.2,3947.47,4.09,0,155.28,0,0,0,0,0,163.46,0,0,0
72hpf,63.12,12.84,0,240.7,333.77,36.37,4.28,0,0,1.07,0,0,2.14,0,6.42,0,28.88,123.03,11.77,341.26,0,4.28,4.28,2.14,644.01,1683.85,6.42,8.56,1769.43,0,1.07,44.93,6.42,1.07,213.96,0,0,0
21Day,42.83,6.69,0,66.93,64.25,30.79,9.37,0,0,4.02,0,0,9.37,4.02,18.74,6.69,4.02,32.12,8.03,261.01,0,0,159.29,0,468.49,671.94,2.68,13.39,473.84,29.45,1.34,168.66,25.43,25.43,18.74,0,0,9.37
3Month,0.64,9.6,0.32,13.76,5.44,0,0,0.32,3.2,16.64,0.32,0,17.6,4.48,0.96,7.04,0.64,7.68,7.36,172.45,136.94,0.32,23.68,0.64,8.64,18.88,1.6,9.6,48.31,0.64,5.76,248.92,0.96,0.32,93.11,2.24,7.36,2.88
22Month,0,8.2,0.55,15.31,2.19,0,0.55,0,4.92,14.21,9.29,0,60.13,7.65,4.37,14.76,0.55,3.28,9.29,94.57,3.83,3.83,19.68,0,11.48,15.31,3.83,3.83,28.97,0,12.57,555.95,10.39,0,41.55,0,0,4.92
