stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,134.85,0,0,0,0,0,0,0,0,40.86,0,0,0,0,16.35,359.6,4.09,12.26,0,0,0,0,0,424.99,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,189.35,5.35,9.63,0,0,0,0,0,0,1.07,0,0,1.07,0,52.42,1037.7,0,19.26,0,0,0,0,96.28,49.21,5.35,0,0,92,1.07,0,8.56,0,0,0,0,0
21Day,12.05,1.34,1.34,817.84,8.03,17.4,0,4.02,0,8.03,6.69,0,0,2.68,0,9.37,0,45.51,354.71,14.72,32.12,0,2.68,5.35,0,48.19,13.39,20.08,1.34,0,21.42,9.37,13.39,2.68,1.34,8.03,0,0,20.08
3Month,0.64,1.28,4.16,712.85,2.24,0,2.56,0.64,0.32,55.67,10.56,0.32,0,24,14.4,0.96,46.39,27.84,30.72,16.32,23.36,1.6,0,16.64,3.2,39.35,1.92,39.03,0.64,0,1.92,6.72,192.29,0.32,0,0,4.16,52.79,65.59
22Month,0,3.83,13.12,204.45,2.73,0,1.64,0,0,46.47,18.04,5.47,0,107.69,5.47,2.73,153.61,12.03,15.85,15.85,10.93,0,7.11,50.84,0,18.59,1.09,47.01,1.09,4.92,0.55,0,66.69,1.09,0,0,0,0.55,19.68
