stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,39.58,8.56,0,0,0,0,0,0,0,0,1.07,5.35,0,5.35,0,0,27.81,12.84,0,1.07,1.07,1.07,0,4.28,0,0,0,0
21Day,4.02,12.05,38.82,2.68,2.68,0,0,0,0,0,53.54,0,1.34,12.05,4.02,9.37,5.35,1.34,16.06,2.68,0,0,1.34,4.02,0,0,1.34,1.34,0,6.69
3Month,0,4.48,21.44,0,0.32,0.32,0.64,0,4.8,1.6,0.64,2.88,0.32,2.88,0.32,2.24,0,0.32,0.32,0.32,0.32,0,0.32,0,15.04,0,0,0,8,5.12
22Month,0,1.64,2.73,0,0,0,0,0.55,5.47,0,1.64,4.37,0,0,0.55,0.55,0.55,0,0,0,0,0,0,0.55,15.31,0,0,0,0,0
