stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,32.09,5.35,0,13.91,1.07,19.26,0,0,0,0,0,0,0,0,0,6.42,51.35,1.07,25.67,0,1.07,0,1.07,3105.6,157.26,1.07,6.42,33.16,0,0,38.51,1.07,1.07,1.07,0,0
21Day,17.4,4.02,1.34,28.11,1.34,44.17,0,4.02,2.68,0,0,0,2.68,9.37,5.35,4.02,16.06,9.37,38.82,0,0,1.34,1.34,1627.66,46.85,1.34,4.02,18.74,49.53,0,9.37,6.69,14.72,6.69,0,6.69
3Month,0,0.64,0,13.44,0,0,0.32,0,1.28,4.16,0,17.92,2.56,0.32,5.12,1.28,4.16,2.56,1.6,1.28,0,0.32,2.24,9.92,0,0.96,0.64,0.32,0.96,8,0,0,0,0,12.48,3.84
22Month,0.55,0.55,1.64,4.37,0,0,0.55,0.55,1.09,9.29,2.73,96.76,3.83,0.55,12.57,0.55,2.19,6.01,7.11,0.55,2.19,0.55,0,9.84,0,1.09,1.64,0,0.55,3.83,2.19,0,0,0,0.55,1.64
