stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,16.35,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,0,1.07,0,0,0,0,0,0,1.07,0,1.07,0,6.42,13.91,0,1.07,0,3.21,0,1.07,24.61,19.26,0,0,0,4.28,1.07,0,0,1.07,0,0,0
21Day,4.02,2.68,0,45.51,1.34,4.02,0,9.37,0,0,0,0,0,0,5.35,5.35,0,16.06,2.68,21.42,0,0,1.34,2.68,30.79,17.4,0,0,0,12.05,2.68,1.34,1.34,0,0,0,5.35
3Month,0,1.92,0,30.4,0,0,0.32,0.32,1.28,6.08,0,0,59.51,18.24,3.2,10.88,2.24,10.24,12.8,8.64,2.56,0.32,1.92,1.92,0.64,0.96,1.92,2.24,0,0.32,3.52,17.28,0.96,0,3.84,12.8,9.6
22Month,0,1.64,1.09,13.67,0,0,1.09,0,4.37,10.39,7.65,0,207.18,8.2,9.84,10.39,1.09,4.92,22.41,9.29,0,1.64,1.09,0,2.73,0,0.55,1.09,1.09,0.55,0.55,9.84,2.19,0,1.64,0,4.92
