stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,36.78,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,24.61,0,0,0,0,1.07,0,0,0,0,0,1.07,3.21,7.49,3.21,0,0,1.07,1.07,22.47,5.35,0,0,0,0,0,0,6.42,0,0,5.35,0,0,0
21Day,1.34,0,0,10.71,8.03,4.02,0,0,0,1.34,0,1.34,0,10.71,1.34,1.34,2.68,32.12,20.08,0,0,22.76,0,21.42,9.37,0,0,0,2.68,0,2.68,1.34,2.68,2.68,1.34,0,0,33.46
3Month,0,1.6,2.56,70.07,6.4,0,0.64,0.32,1.28,3.52,0,16.64,3.52,0.32,7.36,19.52,4.48,5.44,4.48,1.28,0,0.64,2.56,23.36,0,3.52,0.32,0.32,4.16,0.32,34.87,0.96,0,0,1.6,6.4,731.4,4.8
22Month,0,0.55,1.64,44.28,1.09,0,0,0,0,2.19,2.19,7.65,1.64,0.55,1.64,0,0.55,8.2,0.55,0,0.55,0.55,1.09,6.01,0,2.19,0,0.55,0.55,0,63.96,0,0.55,0,1.64,0.55,4.37,3.28
