stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,40.86,4.09,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,16.35,69.47,0,0,0,0,24.52,666.08,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,9.63,2.14,5.35,0,0,0,0,0,0,0,0,0,3.21,0,4.28,14.98,0,31.02,0,0,0,1.07,95.21,55.63,0,1.07,11.77,3.21,2.14,5.35,1.07,1.07,0,0,0
21Day,12.05,0,0,20.08,0,0,0,4.02,0,0,0,0,0,0,0,2.68,2.68,0,8.03,1.34,16.06,0,0,2.68,0,22.76,22.76,0,1.34,16.06,2.68,0,1.34,1.34,0,0,0,1.34
3Month,0,3.84,1.6,33.27,0.32,0,0.64,1.6,0,3.2,4.48,0.32,0,31.04,6.72,2.56,11.2,2.24,13.44,14.08,18.56,3.84,0,2.56,3.52,2.24,0.32,1.92,1.92,0.32,0.64,79.03,1.28,0,0.64,3.84,3.84,13.12
22Month,0.55,3.28,2.19,15.31,0,0,0.55,2.19,0.55,4.37,11.48,14.21,0,58.49,7.11,6.56,40.45,0.55,2.19,12.03,22.41,1.64,1.09,5.47,0.55,1.09,0.55,4.92,2.19,1.09,1.09,24.6,2.73,0,0,0.55,0,2.19
