stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,98.07,0,0,0,0,0,0,4.09,0,0,0,0,4.09,44.95,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,49.21,2.14,3.21,0,0,1.07,0,0,0,0,0,0,4.28,113.4,1.07,0,0,0,0,0,12.84,6.42,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,74.96,0,1.34,0,0,1.34,0,0,0,0,4.02,0,0,70.94,0,4.02,0,0,0,0,0,2.68,0,1.34,2.68,0,0,1.34,1.34,0,0,1.34
3Month,0,0.32,0,103.34,0,0,0.32,3.52,1.6,0,0,7.36,5.44,0,2.56,3.2,47.99,3.84,2.24,0.64,0,0.64,1.28,0,0,0.64,0,0.64,9.92,0.32,0,0,1.6,0.96,4.8
22Month,0,0.55,1.09,29.52,0,0,0,6.01,0.55,4.92,0,13.67,6.56,0,2.19,0,14.21,17.49,1.09,0,0.55,1.64,0,0,0,1.09,0,0,6.01,0,0,0,0,0,2.73
