stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,0,0,0,0,0,0,0,4.09,4.09,16.35,4.09,0,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,0,0,0,1.07,0,0,3.21,0,1.07,32.09,0,2.14,0,0,0,1.07,2.14,0,3.21,0,0,0,0,0,0
21Day,1.34,22.76,4.02,0,0,8.03,0,2.68,9.37,1.34,1.34,22.76,6.69,4.02,0,1.34,0,1.34,0,0,2.68,2.68,0,0,0,0,6.69
3Month,0,13.76,0,0.32,2.24,22.4,1.92,72.63,0.64,2.24,0,1.28,5.44,0.96,0,0.96,0.32,0,0,0,0,0.64,0.32,0.64,0.32,0.64,2.88
22Month,1.09,2.19,0,0.55,0,34.44,3.83,31.16,1.09,1.64,0,0.55,4.37,1.64,0.55,0,0,0,0,0.55,0,0,0,0,0,0,2.19
