stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,20.43,8.17,0,8.17,0,0,0,4.09,0,241.1,8.17,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,13.91,6.42,0,0,0,0,0,0,0,0,0,0,5.35,14.98,0,8.56,0,1.07,0,3.21,23.54,33.16,1.07,0,0,6.42,0,0,19.26,0,4.28,0,0,0
21Day,0,0,0,14.72,14.72,4.02,0,1.34,0,0,0,0,0,1.34,0,1.34,10.71,2.68,25.43,0,0,1.34,0,10.71,4.02,0,0,0,6.69,4.02,5.35,2.68,0,0,0,0,0
3Month,0.32,1.92,0.96,109.1,2.24,0,0.96,0,7.04,10.24,0,27.52,6.72,0.64,7.68,19.52,41.91,8,22.4,5.12,0,2.88,3.84,15.68,0.64,3.84,0.32,0,1.92,4.8,204.45,1.92,0.32,0.32,2.88,1146.06,4.8
22Month,0,2.19,1.09,57.95,1.09,0,0,0,1.64,5.47,1.09,18.04,0,0,4.92,6.01,10.39,4.92,39.91,0.55,2.19,0,2.19,4.92,0.55,3.83,0,0.55,1.09,0,65.6,2.19,0,0.55,0.55,6.01,0.55
