stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,126.24,0,5.35,0,0,0,0,0,0,0,0,73.82,1.07,4.28,0,0,0,0,69.54,38.51,3.21,0,555.22,0,0,2.14,0,0,0,0,0,0
21Day,8.03,1.34,0,155.27,0,9.37,1.34,1.34,0,2.68,0,1.34,1.34,0,65.59,1.34,61.57,0,0,1.34,0,10.71,1.34,0,1.34,393.53,10.71,2.68,1.34,1.34,4.02,0,0,0,0
3Month,0.64,0.96,0,110.06,0.64,0,0.32,1.28,0,6.72,2.56,0.32,2.24,0.96,93.43,1.92,4.16,4.8,0,0.32,0.96,0.64,0.96,2.24,0.32,0.64,1.6,21.12,0,0,0,0,4.8,5.76,0.96
22Month,0,2.19,0.55,106.6,0,0,0.55,4.92,1.64,31.16,2.19,0,3.28,0,8.75,2.73,7.65,2.19,0.55,0,0,0,0.55,1.64,0,0,0,13.67,0.55,0,0,0.55,0,0,0
