stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,1.07,0,1.07,0,0,0,0,1.07,0,0,16.05,0,1.07,0,1.07,0,50.28,0,0,13.91,6.42,0,0,0,5.35,0,0,0,1.07,0,0,0,0,0
21Day,5.35,2.68,1.34,33.46,0,24.09,0,10.71,0,0,0,0,236.92,1.34,9.37,6.69,6.69,20.08,6.69,32.12,0,1.34,6.69,0,42.83,20.08,1.34,0,0,8.03,21.42,0,0,1.34,0,0,0,0,2.68
3Month,2.56,15.36,51.51,181.09,0.96,0,25.6,1.6,0.64,29.76,54.39,0.96,13739.26,63.35,5.12,215.33,24.64,71.35,36.15,79.67,17.92,22.4,28.48,17.92,10.24,1.92,9.92,23.04,0,4.16,126.38,0.96,37.75,8,0,0.96,26.24,16.96,43.19
22Month,14.21,36.08,30.61,104.41,0,0,106.05,2.73,0,14.21,73.8,19.13,36561.9,32.25,14.76,125.18,7.11,14.76,74.35,110.42,6.56,717.76,28.97,3.28,4.92,0.55,13.12,35.53,16.95,6.01,62.87,0,21.32,11.48,7.11,1.64,8.2,0.55,49.75
