stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,36.78,36.78,8.17,0,0,0,0,8.17,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,22.47,0,2.14,0,3.21,0,1.07,0,1.07,0,0,0,1.07,0,6.42,33.16,8.56,7.49,0,1.07,0,0,54.56,24.61,0,0,5.35,1.07,0,2.14,3.21,0,1.07,0,0,0
21Day,5.35,34.8,1.34,74.96,1.34,9.37,0,12.05,1.34,2.68,0,1.34,1.34,20.08,1.34,6.69,36.14,32.12,28.11,0,0,5.35,0,44.17,21.42,1.34,2.68,8.03,5.35,0,5.35,2.68,1.34,8.03,0,1.34,12.05
3Month,0.32,35.83,0.32,48.95,0,0,0.32,0,3.52,10.56,0,10.56,46.71,1.6,4.48,5.44,7.68,21.12,6.08,3.52,0,3.52,0.64,0.96,0,0.64,1.28,0,0.32,0.64,38.07,1.28,0,0,3.84,12.16,10.88
22Month,0.55,67.24,1.09,21.32,0,0,0,0.55,1.64,16.4,3.28,53.57,16.95,3.83,7.11,3.83,7.11,25.15,9.84,1.64,1.64,0.55,0,0,0,2.19,1.09,0.55,0,0,9.29,7.11,0,0,0.55,0,6.56
