stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,118.51,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,57.21,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,152.98,4.28,0,7.49,5.35,0,0,0,0,0,0,0,0,0,0,2.14,8.56,0,52.42,0,1.07,9.63,0,145.49,17.12,1.07,0,0,13.91,0,0,1.07,1.07,1.07,0,0,0,2.14
21Day,97.71,0,0,52.2,6.69,6.69,0,0,0,1.34,0,0,0,1.34,0,0,4.02,1.34,61.57,0,0,29.45,0,81.65,6.69,1.34,13.39,0,5.35,9.37,1.34,2.68,5.35,8.03,1.34,0,0,1.34
3Month,4.16,0.96,0.32,25.6,0.96,0,0.32,0.32,0.96,3.84,0,17.28,3.52,0,3.52,2.56,2.56,1.6,12.8,2.56,0,3.2,1.28,2.56,0.64,1.28,3.2,0,3.84,2.24,5.12,0.32,0,0,2.24,0.64,1.28,1.28
22Month,0.55,1.64,0.55,7.11,0,0,0,0,0,6.01,1.09,47.01,2.19,3.28,3.28,0,2.19,3.83,12.03,0,0.55,1.09,0,1.64,1.09,0.55,0,0.55,0,1.09,4.92,0.55,0,0,0.55,0,0,0.55
