stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,0,0,6.42,1.07,9.63,0,0,0,0,1.07,0,0,0,0,1.07,21.4,0,14.98,3.21,2.14,0,1322.26,59.91,1.07,2.14,20.33,0,2.14,11.77,0,1.07,3.21,0,0,0
21Day,1.34,1.34,0,2.68,0,6.69,1.34,0,0,0,0,0,1.34,0,1.34,1.34,0,1.34,4.02,1.34,0,0,289.12,6.69,0,1.34,4.02,9.37,2.68,2.68,0,5.35,0,0,0,1.34
3Month,0,0,0.32,8.64,0.64,0,0,1.92,1.6,0,0,5.76,2.24,0.32,1.92,0.64,0.96,1.92,1.6,0.32,0,0.64,35.51,1.28,0.96,1.6,0,0.32,25.28,0.32,0,0,0,1.28,112.94,0.96
22Month,0,1.09,0,1.64,0.55,0,0,0,0,3.83,0,8.2,0,0,1.64,0,0.55,0.55,1.64,0.55,0,0,17.49,0,5.47,0,0,0,65.6,0.55,0.55,0,0,0,1.09,0
