stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,19.26,0,0,0,1.07,8.56,6.42,0,0,0,21.4,3.21,0,0,0,0,0,0,0
21Day,8.03,2.68,0,1.34,0,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,0,33.46,0,0,5.35,0,20.08,4.02,0,0,0,21.42,1.34,1.34,1.34,0,1.34,0,0,0
3Month,0.64,9.6,2.24,36.79,0.32,1.28,0.64,0.32,4.48,11.84,0,106.86,17.28,1.92,18.24,1.92,8.32,8.32,35.19,9.92,0,4.16,4.48,1.92,0,2.56,1.28,0,1.6,10.24,10.56,0.96,0,0.64,3.84,5.12,20.16
22Month,1.64,38.27,18.04,74.89,1.09,3.28,3.28,0,11.48,95.66,54.12,546.11,22.41,10.39,111.52,7.11,13.67,28.97,82,3.28,32.25,16.95,0.55,6.01,2.73,6.56,12.57,2.19,0.55,2.19,9.29,14.21,8.2,0.55,4.92,0,27.33
