stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,20.43,281.96,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,11.77,3.21,5.35,0,0,0,0,0,0,0,0,0,0,4.28,14.98,1.07,12.84,0,0,0,0,468.57,119.82,0,5.35,22.47,0,0,9.63,0,1.07,2.14,0,0,0
21Day,8.03,1.34,1.34,52.2,4.02,8.03,0,1.34,0,2.68,0,0,1.34,0,5.35,1.34,1.34,20.08,2.68,87,0,0,9.37,0,171.33,64.25,1.34,4.02,33.46,2.68,1.34,2.68,10.71,26.77,2.68,0,0,4.02
3Month,0.32,3.52,0.32,44.79,0.96,0,0.32,0,0.64,27.52,4.16,0,14.72,1.28,0.96,4.16,0.96,14.72,3.2,69.75,8.96,0,58.55,3.2,4.8,1.28,5.12,1.92,3.2,0.64,12.8,0.32,0,0.32,0,30.08,3.84,2.24
22Month,0.55,6.01,1.64,74.35,1.09,0,0,0,0,26.24,3.83,15.31,82.54,0,1.09,9.29,1.09,17.49,2.73,109.33,1.09,2.19,39.36,0,6.01,0.55,6.56,8.75,5.47,0,2.73,3.28,1.64,0,0.55,5.47,0,1.64
