stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,8.17,0,0,0,0,4.09,81.73,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,1.07,3.21,0,0,0,0,0,0,0,0,0,1.07,2.14,0,8.56,0,0,1.07,1.07,93.07,36.37,0,0,5.35,1.07,0,3.21,0,0,2.14,0,0,0
21Day,2.68,1.34,0,9.37,1.34,5.35,2.68,1.34,0,0,0,0,0,1.34,0,0,2.68,0,9.37,0,0,2.68,0,45.51,12.05,1.34,0,2.68,5.35,0,1.34,1.34,1.34,0,0,0,2.68
3Month,0,1.28,0,6.4,0,0,0,3.2,0.32,0,0,6.08,2.24,0.32,2.24,0.96,1.28,0.64,2.24,0.96,0.32,0,0,0.32,0,0.64,0.96,0,0.32,15.04,0,0,0,0,0.64,17.6,2.88
22Month,0,1.64,0.55,1.64,0,0,0.55,0,2.73,1.64,0,14.76,0.55,1.09,0.55,0,0.55,2.19,2.19,0.55,0.55,0.55,0,1.64,0,1.64,0.55,0,0,1.64,0,0.55,0,0,0,0,1.64
