stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,784.59,0,0,0,0,134.85,0,0,0,0,0,0,0,0,0,0
72hpf,87.72,105.91,2.14,83.44,156.19,202.19,54.56,1.07,2.14,1.07,0,0,2.14,0,210.75,200.05,17.12,6390.93,6.42,5.35,1.07,1344.73,693.22,1.07,5.35,228.94,0,0,143.35,86.65,3.21,7.49,0
21Day,73.62,28.11,5.35,352.03,8.03,151.25,37.48,4.02,14.72,0,70.94,0,62.91,32.12,12.05,141.88,17.4,2907.29,4.02,10.71,1.34,318.57,219.52,5.35,8.03,74.96,104.41,1.34,16.06,4.02,121.81,10.71,24.09
3Month,0,0,0,0.96,0,0,0,0,0,0,0.96,0,0,0.32,0.32,0,0.64,7.04,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,2.24
22Month,0,0,0,0.55,0,0,0,0,0,0,8.2,0.55,0,0,0,0,0,2.73,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
