stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,0,0,12.26,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,8.17,0,0,0,8.17,0,126.68,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,2.14,1.07,0,0,0,0,0,0,0,0,1.07,5.35,1.07,2.14,0,0,0,1.07,20.33,17.12,1.07,0,0,1.07,0,0,26.74,0,0,0,0,0
21Day,0,0,0,10.71,1.34,1.34,0,0,0,0,0,0,0,0,1.34,2.68,0,1.34,0,0,0,0,13.39,5.35,1.34,0,0,0,0,2.68,6.69,0,4.02,0,0,0
3Month,0.32,2.24,2.24,150.06,2.88,0,0.96,2.56,4.48,0.32,29.76,6.08,0.32,11.84,65.27,11.52,6.72,6.72,2.24,0.32,2.56,10.56,46.39,3.2,11.52,0.96,0,1.6,4.8,206.69,4.16,0.32,3.84,2.56,966.89,6.08
22Month,0,0,0.55,94.02,0.55,0,0,0,3.28,3.28,18.04,0.55,0,1.64,12.03,6.01,2.19,5.47,0,1.09,0,2.19,14.21,0.55,16.4,0,2.19,1.64,0.55,129.01,1.64,0,2.19,0,3.28,0
