stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,4.09,0,0,0,0,0,0,0,0,0,28.6,16.35,0,0,0,0,0,28.6,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,1.07,0,2.14,0,3.21,0,0,0,0,0,0,1.07,0,0,10.7,0,6.42,0,0,0,0,2.14,3.21,0,4.28,1.07,0,0,0,3.21,0,0,0
21Day,0,0,0,9.37,0,2.68,2.68,0,0,0,0,1.34,4.02,0,2.68,1.34,4.02,2.68,0,0,1.34,0,0,5.35,0,0,0,0,1.34,0,1.34,0,0,2.68
3Month,0,2.56,0,23.68,0.32,0,0.64,1.92,9.6,0,8,41.91,2.24,4.16,1.92,7.04,8.96,1.92,1.28,0,5.44,0.64,0.32,0,0.32,0,1.6,3.84,0,0,0.32,1.92,1.6,12.48
22Month,0,5.47,1.09,9.29,0.55,0,0.55,1.09,21.87,2.19,27.88,24.6,3.28,2.73,0,1.09,8.75,2.19,0,3.28,3.83,0.55,0,0,0.55,1.09,0,1.09,0.55,0.55,0,0,0,7.11
