stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,28.6,0,0,0,0,16.35,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,2.14,0,0,0,0,0,0,0,0,3.21,0,0,12.84,0,4.28,0,1.07,0,0,13.91,14.98,0,0,0,8.56,0,0,2.14,1.07,0,0,0
21Day,2.68,1.34,0,24.09,0,6.69,0,6.69,0,4.02,0,1.34,0,21.42,0,2.68,13.39,10.71,25.43,0,0,4.02,0,5.35,5.35,0,0,0,4.02,4.02,0,0,0,0,0,5.35
3Month,0,1.28,0.64,22.08,0,0,0.32,0.64,3.52,2.56,0,14.08,8,0.64,8.64,2.88,7.04,3.2,7.04,1.28,0.32,1.6,0.96,1.28,0,2.24,0,0,0,1.92,36.47,0,0,0.96,179.81,10.24
22Month,0,2.19,1.64,6.56,0.55,0,0.55,0.55,0.55,4.92,0.55,32.25,6.56,3.28,9.29,0.55,1.64,10.39,6.01,1.09,0,2.19,0,0.55,0,0.55,0.55,1.09,0,0.55,4.92,0.55,0,0,0,1.64
