stage,Endothelial_cell,Epithelial_cell,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0
21Day,0,2.68,0,0,0,0,0,0,0,0,0,2.68,0,0,0,5.35,0,0,0,0,1.34,0,0,0,0,0,0
3Month,0,4.8,0.64,0.64,0,9.28,0.64,0.64,2.88,0.32,1.28,0.96,0.32,0,0,0.32,0,0,0.32,0,0.32,2.56,0,0,0.96,0.32,1.28
22Month,0.55,7.65,0,1.64,0.55,27.33,0.55,0.55,3.28,0.55,2.73,1.09,0,1.09,0.55,0.55,0,1.09,0.55,0.55,0,1.09,0.55,0.55,0,0,0
