stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,1.07,0,3.21,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0
21Day,10.71,1.34,1.34,16.06,4.02,0,2.68,0,0,0,8.03,0,4.02,41.49,1.34,8.03,0,29.45,0,0,2.68,32.12,5.35,13.39,4.02,0,0,17.4,17.4,0,10.71,0,1.34,4.02,0,0,0
3Month,4.16,4.16,21.44,37.11,0,1.92,0,7.36,7.04,0.32,807.87,7.36,0.96,679.57,10.24,5.76,6.4,16,7.36,1.92,4.16,238.36,0,0.64,6.4,1.28,0,1.92,22.4,14.72,2.24,0.64,0,0.96,5.44,5.12,3.84
22Month,2.73,3.28,44.28,82,0,2.73,0.55,24.6,12.57,9.84,86.37,3.83,3.28,1900.72,5.47,3.28,12.03,29.52,2.19,3.28,1.64,61.23,0.55,1.64,10.93,1.09,1.09,2.19,5.47,9.29,9.84,1.64,0,0.55,1.64,0,4.37
