stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0,0,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,0,1.34,0,0,0,17.4,0,0,14.72,0,0,0,6.69,0,0,0,4.02,1.34,1.34,0,0,0,1.34,1.34,0,0,0,0,0,0
3Month,0.64,2.88,14.72,51.19,0.32,8.32,0,12.16,10.88,0.64,2503.92,18.88,1.28,667.41,7.04,14.72,6.72,16.64,2.88,0.96,8.32,70.39,1.6,0.64,2.56,2.24,0,0.32,37.11,9.6,0.96,0,9.6,4.48,8.96
22Month,0.55,7.65,6.56,10.93,0.55,2.19,0,3.83,2.73,0,1272.61,1.09,1.64,255.83,0.55,1.09,6.56,4.37,0,8.2,3.83,4.92,0,0,0.55,2.73,2.19,0,3.28,0.55,0,1.09,0.55,0,2.19
