stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,28.6,0,0,0,0,0,0,0,0,0,0,0,8.17,0,12.26,24.52,0,0,0,12.26,167.54,0,20.43,0,0,0,0,8.17,0,0,0
72hpf,3.21,1.07,0,7.49,0,2.14,0,0,0,0,0,0,0,0,0,2.14,10.7,0,48.14,0,0,1.07,8.56,29.95,0,31.02,0,0,7.49,1.07,6.42,0,0,0
21Day,4.02,1.34,0,0,1.34,0,0,0,0,1.34,0,0,0,1.34,1.34,0,0,0,25.43,0,0,4.02,2.68,10.71,0,14.72,2.68,1.34,2.68,0,1.34,0,0,1.34
3Month,0,0.96,0.32,5.12,0.32,0,0.32,0.64,0.96,2.24,0.32,7.04,2.56,0.64,2.24,0.32,1.28,2.56,12.8,0,0,1.92,0,0,0,0.32,0.96,0.96,1.92,0,0,0.96,0.64,1.28
22Month,0,2.73,0,6.01,0,0,0.55,0.55,0,3.28,8.2,26.79,0.55,1.09,1.09,0,0.55,0.55,20.23,2.19,1.09,0.55,0,0,1.09,0.55,0,1.64,1.64,0,0,0.55,0,1.64
