stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,65.38,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,27.81,5.35,0,12.84,60.98,21.4,2.14,0,2.14,0,0,0,0,0,3.21,39.58,1.07,23.54,0,1.07,1.07,3317.42,211.82,7.49,20.33,0,33.16,0,0,26.74,4.28,1.07,2.14,0,0,0
21Day,10.71,1.34,4.02,22.76,37.48,24.09,0,0,2.68,0,5.35,0,5.35,8.03,2.68,9.37,8.03,17.4,1.34,2.68,0,1065.47,48.19,4.02,32.12,0,9.37,28.11,2.68,24.09,0,20.08,1.34,0,0,2.68
3Month,0,0.32,0,2.88,3.52,0,0,0,0.96,0.32,4.16,0.32,0,1.6,0.32,0.96,1.92,0.96,0,0,0,14.72,0.96,8.64,6.4,0,0,0,14.4,0.64,0,0,0,0.32,0.64,0
22Month,0,0.55,0,2.73,1.09,0,0,0.55,2.73,0,17.49,0.55,0,0.55,0,0,1.09,4.92,0,0.55,0,9.29,0,16.4,8.75,0.55,0,0,32.25,6.56,0,0,0,0.55,0,1.09
