stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,298.31,98.07,0,510.8,12.26,0,0,0,0,0,0,0,61.3,0,0,0,0,24.52,302.39,106.25,653.82,0,0,0,4.09,371.86,4458.27,0,0,151.2,0,0,4.09,0,0,24.52,0,0,0
72hpf,276.01,54.56,0,237.49,40.65,56.7,0,6.42,0,0,4.28,1.07,0,2.14,0,5.35,2.14,66.33,686.81,11.77,737.09,0,8.56,26.74,2.14,6484,3021.09,13.91,23.54,565.92,11.77,21.4,146.56,7.49,6.42,38.51,0,0,1.07
21Day,239.6,17.4,0,476.52,22.76,57.56,0,25.43,0,1.34,22.76,1.34,0,16.06,4.02,57.56,21.42,32.12,123.15,54.88,555.49,0,0,58.9,1.34,1168.54,659.9,6.69,2.68,215.5,56.22,20.08,44.17,13.39,26.77,13.39,2.68,0,8.03
3Month,4.48,9.92,1.6,232.6,1.6,0,1.28,3.52,0.32,6.08,16.32,0.32,0,23.36,4.16,3.84,62.71,17.28,47.67,16.64,58.87,6.72,0,3.84,3.84,9.92,6.72,4.48,3.2,4.16,4.8,367.94,1.6,0,0,1.6,14.72,23.36,3.2
22Month,0.55,7.65,4.37,71.61,1.64,0,1.09,0.55,0,4.37,24.05,13.67,0,54.67,3.83,15.85,78.17,9.84,12.03,22.96,48.11,1.09,3.28,4.37,1.09,9.84,4.37,8.75,2.19,3.28,0.55,227.95,4.92,0.55,0,0.55,0,0,2.19
