stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,73.56,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,0,0,1.07,1.07,0,0,0,0,0,0,0,0,1.07,1.07,0,1.07,0,0,0,0,1.07,4.28,0,0,0,2.14,0,3.21,2.14,0,0,0,0
21Day,2.68,0,0,1.34,0,0,0,0,0,0,0,2.68,0,0,0,1.34,0,0,0,0,0,1.34,1.34,0,1.34,0,0,2.68,24.09,0,0,0,0,9.37
3Month,0.32,2.56,0.32,38.71,0.32,1.6,3.2,3.52,0,46.39,10.56,1.28,16,4.16,11.2,8.32,17.6,1.28,0,3.52,2.24,1.28,0.64,0.96,2.24,0,0.32,8.32,1183.49,0.96,0.32,7.68,1256.12,43.51
22Month,0.55,2.19,2.19,3.83,0,0.55,1.09,3.83,1.64,61.77,3.28,1.64,7.65,1.09,4.37,3.28,7.65,0,4.92,1.09,0,1.09,0,1.09,0.55,5.47,0,0.55,593.12,0.55,0.55,0,3.83,34.99
