stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,61.3,12.26,0,0,0,0,12.26,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,0,0,0,0,1.07,0,0,0,1.07,0,0,0,53.49,2.14,27.81,3.21,0,41.72,0,0,12.84,8.56,0,0,0,0,12.84,0,0,0,0,0,0,0,0
21Day,2.68,0,13.39,16.06,6.69,0,1.34,0,9.37,0,0,0,81.65,0,0,20.08,0,10.71,36.14,18.74,0,0,1.34,0,9.37,9.37,5.35,1.34,0,2.68,8.03,2.68,2.68,0,4.02,0,0,0,0
3Month,0.32,4.48,25.6,341.07,0,7.04,1.28,1.28,274.52,19.2,0.32,0,2040.96,21.12,2.24,1004.64,5.76,20.48,91.19,13.12,3.52,2.88,100.14,9.92,2.88,0.32,21.44,3.52,0,1.92,26.88,181.41,1.28,0.96,0,0.64,8.64,31.04,14.72
22Month,0.55,10.93,29.52,544.47,0,12.03,0,0.55,179.85,32.25,7.65,0,5124.89,16.4,2.19,898.15,2.19,2.73,65.6,18.04,1.64,95.66,59.59,0.55,1.09,2.19,15.31,8.75,8.2,1.09,7.11,67.24,3.83,4.92,0,0,0,0,6.56
