stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,212.49,0,0,0,0,0,0,0,0,8.17,0,0,0,4.09,12.26,1352.6,16.35,81.73,0,0,0,0,4.09,114.42,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,11.77,9.63,0,144.42,2.14,10.7,0,0,0,0,0,0,0,1.07,0,0,6.42,568.06,917.88,2.14,29.95,0,46,0,1.07,119.82,54.56,1.07,2.14,0,112.33,4.28,0,1.07,2.14,16.05,0,0,0
21Day,5.35,1.34,2.68,265.03,4.02,9.37,0,1.34,0,4.02,0,0,0,88.34,0,2.68,53.54,6.69,87,1.34,45.51,0,0,4.02,1.34,33.46,10.71,1.34,1.34,0,42.83,16.06,0,1.34,2.68,5.35,0,0,6.69
3Month,0.32,2.88,6.08,269.72,0,0,1.28,0,0.32,127.34,6.4,0,0,824.83,12.48,0.32,74.23,9.92,25.6,4.48,10.88,3.2,1.6,4.48,5.44,19.84,0,4.16,2.56,0,0.64,14.4,10.24,0.32,0,1.28,7.04,3.52,3.52
22Month,1.64,3.83,8.75,60.13,0,0,2.19,0,0,30.07,4.92,11.48,0,524.79,1.64,0.55,116.98,4.37,0,1.64,4.92,0,10.39,2.73,0.55,13.12,0,1.09,0,0.55,0,2.73,4.92,1.09,0,0.55,1.09,0,0.55
