stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,106.25,4.09,24.52,0,0,0,0,0,53.12,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,54.56,7.49,0,0,0,0,0,0,0,0,0,0,0,5.35,456.8,1.07,13.91,0,0,0,0,55.63,23.54,0,0,33.16,0,0,2.14,0,0,0,0,0
21Day,1.34,0,200.78,4.02,1.34,0,2.68,0,0,0,0,1.34,0,1.34,0,2.68,144.56,9.37,44.17,0,0,1.34,0,30.79,4.02,0,0,20.08,12.05,2.68,0,6.69,1.34,0,0,0
3Month,0.96,2.88,203.49,1.92,0,0.64,0,1.92,7.04,4.8,0.64,13.44,2.56,0,7.36,5.12,101.74,7.04,32.31,14.4,0.32,56.95,0.96,3.2,0,0.64,0.64,3.84,1.28,38.07,0.32,0,0,0.64,10.56,3.84
22Month,0,6.56,92.38,1.64,0,1.09,0,1.64,0.55,2.19,1.64,32.8,1.09,1.64,3.83,0.55,54.12,5.47,26.24,1.64,1.64,19.13,0,0.55,0.55,2.73,0,7.11,0,16.4,0.55,0,0,0,0,0.55
